District Name,District Number,Year,elem_nutr_gen_atm,mid_nutr_gen_atm,elem_nutr_bkfst,mid_nutr_bkfst,elem_nutr_lunch,mid_nutr_lunch,elem_nutr_a_la_carte,mid_nutr_a_la_carte,elem_nutr_vend,mid_nutr_vend,elem_nutr_sch_store,mid_nutr_sch_store,elem_nutr_sch_day,mid_nutr_sch_day,elem_nutr_aft_sch_prog,mid_nutr_aft_sch_prog,elem_ne_gen_guide_and_class,mid_ne_gen_guide_and_class,elem_ne_cafeteria,mid_ne_cafeteria,elem_ne_events_dur_sch_day,mid_ne_events_dur_sch_day,elem_ne_aft_sch_prog,mid_ne_aft_sch_prog,elem_ne_fam_comm,mid_ne_fam_comm,elem_ne_staff_well,mid_ne_staff_well,elem_pa_gen_guide_pe_class,mid_pa_gen_guide_pe_class,elem_pa_thru_day,mid_pa_thru_day,elem_pa_punish,mid_pa_punish,elem_pa_recess,mid_pa_recess,elem_pa_bef_aft_sch,mid_pa_bef_aft_sch,elem_pa_fam_comm,mid_pa_fam_comm,3_mean_edfa_ela,3_mean_edfa_math,4_mean_edfa_ela,4_mean_edfa_math,5_mean_edfa_ela,5_mean_edfa_math,6_mean_edfa_ela,6_mean_edfa_math,7_mean_edfa_ela,7_mean_edfa_math,8_mean_edfa_ela,8_mean_edfa_math,three_mean_ela2011,three_mean_math2011,four_mean_ela2011,four_mean_math2011,five_mean_ela2011,five_mean_math2011,six_mean_ela2011,six_mean_math2011,seven_mean_ela2011,seven_mean_math2011,eight_mean_ela2011,eight_mean_math2011,three_ela_change,three_math_change,four_ela_change,four_math_change,five_ela_change,five_math_change,six_ela_change,six_math_change,seven_ela_change,seven_math_change,eight_ela_change,eight_math_change
Ottawa,290,2010,B+,B+,E,E,A+,E-,,E+,,A,,,A,A,E+,,A,A,E,E,E,E,E,,E,E,E,E,A-,B+,E+,E,B+,B+,E-,,B-,E,E+,E,-0.087109379,-0.21878031,-0.048668724,-0.050254487,-0.10042273,-0.057473451,-0.17885962,-0.38627723,-0.15560637,0.15688075,-0.025996381,0.000995325,-0.19783731,-0.045415513,-0.096471563,-0.016887849,-0.059069075,-0.058300547,-0.27778789,-0.18332867,-0.29850319,-0.006502196,-0.32119885,-0.068102874,-0.110727931,0.173364797,-0.047802839,0.033366638,0.041353655,-0.000827096,-0.09892827,0.20294856,-0.14289682,-0.163382946,-0.295202469,-0.069098199
Oxford,358,2010,B+,B+,E,E,E-,E-,,,,A,,,A-,A-,A+,,E+,E+,A+,E-,E,E,E,,E,E,E,E,E+,E+,E+,E+,B,,E,,E,E,E,E,0.077375025,-0.18050581,0.76689589,0.53111285,0.066342041,0.064717464,0.003060656,0.19368187,-0.24485961,-0.44835567,,-0.36064205,-0.25925779,-0.29644272,-0.13499093,0.14605966,,,-0.33768892,-0.43777806,,,-0.25268808,-0.19617343,-0.336632815,-0.11593691,-0.90188682,-0.38505319,-0.066342041,-0.064717464,-0.340749576,-0.63145993,0.24485961,0.44835567,-0.25268808,0.16446862
Paola,368,2010,B+,B+,E,E,E,E,,E,,E-,,A+,A,A,,,B+,B+,E,E,B+,B+,,,A,A,E,E,B+,B,E,E,B,B,E-,,E,E,E-,E-,0.11310665,-0.12443413,-0.065928489,0.081714906,0.046231214,0.32680905,0.33002138,0.3057875,0.38352028,0.32958981,0.14763944,0.015188673,-0.031519581,-0.20872138,-0.093258113,0.038309962,-0.038603783,-0.039515443,0.11009902,0.11142899,0.39308608,0.4507907,0.34762591,0.12932062,-0.144626231,-0.08428725,-0.027329624,-0.043404944,-0.084834997,-0.366324493,-0.21992236,-0.19435851,0.0095658,0.12120089,0.19998647,0.114131947
Parsons,503,2010,B+,B+,E+,E+,E,E,,E,E,E,,,A,A,E+,E+,A,A-,E,E,E+,E+,E,E,E,E,E+,E,B,B+,E,E,B+,B+,E,,E,E,E,E,0.14495164,0.25489983,0.098131575,0.023951609,0.023444602,0.086448245,-0.1213565,0.15399007,-0.15193847,-0.22780274,-0.072721303,0.010982363,0.049252022,0.3139039,0.23511541,0.049141094,0.15487359,0.067471527,0.22225632,0.16559517,-0.097633488,-0.13233069,-0.17196588,0.15057901,-0.095699618,0.05900407,0.136983835,0.025189485,0.131428988,-0.018976718,0.34361282,0.0116051,0.054304982,0.09547205,-0.099244577,0.139596647
Peabody-Burns,398,2010,B+,B+,E,E,,,,,,,,,A-,A-,A,,A-,A-,B+,B+,B-,,B+,,B-,B-,E,E,B+,A+,E,E-,B+,B+,E-,,,,E-,E-,-0.44382986,-0.32800969,-0.51947355,-0.80242497,-0.44873926,0.48438913,-0.17006013,-0.38336849,0.13381602,0.090453073,,,-0.12666434,-0.41772503,,,-0.45843348,-0.058974862,-0.74733156,-0.66305685,0.005823814,-0.53846043,0.12746151,-0.28971106,0.31716552,-0.08971534,0.51947355,0.80242497,-0.00969422,-0.543363992,-0.57727143,-0.27968836,-0.127992206,-0.628913503,0.12746151,-0.28971106
Perry,343,2010,B,B+,E-,E-,A+,E-,,E-,,A-,,,A,A,,,B,A,B+,B+,B+,E-,,,B-,B-,E+,E+,A-,A-,E+,A+,B+,B+,B,,,E,A+,A+,0.17479044,0.085412338,0.47208211,0.41528526,-0.14349021,-0.28744876,-0.21281308,-0.17369872,0.30508989,0.86456269,0.25794807,0.42752203,-0.082479134,-0.078154318,0.04225906,0.030204631,0.13208432,-0.012384987,0.064800128,-0.1399041,-0.1826404,0.26863658,0.37114942,0.24675615,-0.257269574,-0.163566656,-0.42982305,-0.385080629,0.27557453,0.275063773,0.277613208,0.03379462,-0.48773029,-0.59592611,0.11320135,-0.18076588
Phillipsburg,325,2010,B+,B+,A+,A+,,,,,,,,,A+,E-,,,E+,E+,A+,E,E+,E+,,,E+,A+,E+,E+,A-,A-,E+,E,B+,B+,A+,,,,A+,A+,0.67711055,0.57046181,0.3067154,0.55152178,0.09801998,0.35221824,0.47594526,0.47587711,0.19799447,-0.26453948,0.016747316,-0.095415406,0.52023536,0.48397958,0.35822138,0.59366435,0.10661926,0.027441319,0.15026489,0.27021217,0.24394712,0.31875324,0.34808207,0.196293,-0.15687519,-0.08648223,0.05150598,0.04214257,0.00859928,-0.324776921,-0.32568037,-0.20566494,0.04595265,0.58329272,0.331334754,0.291708406
Pike Valley,426,2010,B+,B+,E-,E-,A-,A-,A,A,E-,E-,,,E,E,,,A,A,E,E,A+,A,,,A+,A+,A+,A+,B+,A+,E,E,B,B,E-,,,,E-,E-,,,,,,,,,,,0.2416907,0.58603364,,,,,,,,,,,-0.11398804,0.18141998,0,0,0,0,0,0,0,0,0,0,-0.35567874,-0.40461366
Piper-Kansas City,203,2010,B+,B+,,,E,E,E+,E+,E-,E-,B+,B+,A,A,,,B,B,E-,E,B+,B+,,,A,A,B-,B-,B+,B+,B-,B-,B+,B+,B+,,,,B-,,0.12492435,0.40363178,0.41482922,0.50933564,0.089060746,0.25538567,0.5688293,0.35210893,0.21823928,0.013691919,0.15420921,0.18170205,0.29036924,0.38984826,0.49847102,0.65063679,0.28934482,0.21907325,0.52069044,0.056664124,0.44462982,0.40981397,0.24629594,0.21587266,0.16544489,-0.01378352,0.0836418,0.14130115,0.200284074,-0.03631242,-0.04813886,-0.295444806,0.22639054,0.396122051,0.09208673,0.03417061
Pittsburg Community Schools,250,2010,B+,B+,A+,A+,E-,E-,A+,E,,E+,,,A,A,E+,E,A,A-,E+,E+,E+,E,E-,E-,E,E,E,E,A+,A+,E+,E+,B,B+,E-,,E,E+,E-,E-,-0.22672962,-0.47916612,-0.11061783,-0.40323201,-0.097004451,-0.13512057,-0.06590417,-0.29667148,-0.17904897,-0.10677319,-0.33417517,-0.34996897,-0.34157211,-0.47510853,-0.27278996,-0.39308652,-0.095429391,-0.12007511,-0.01160923,-0.17774771,-0.14922866,-0.58841079,-0.17862265,-0.56528342,-0.11484249,0.00405759,-0.16217213,0.01014549,0.00157506,0.01504546,0.05429494,0.11892377,0.02982031,-0.4816376,0.15555252,-0.21531445
Plainville,270,2010,B,B+,E-,E-,A,A,,,A+,A+,,,B-,B-,,,A-,A-,A+,A+,A,A,,,E-,E-,E,E,B,B,E-,B,B,B,E-,,A+,A+,E-,E-,,,0.17852515,0.44417432,-0.40782407,-0.10910998,-0.25262275,-0.11364511,0.14429502,0.12405646,0.046499975,-0.10600442,-0.061709091,-0.21632732,,,0.040987909,-0.063102305,,,-0.14125268,-0.29559329,-0.10336696,-0.23760438,-0.061709091,-0.21632732,-0.17852515,-0.44417432,0.448811979,0.046007675,0.25262275,0.11364511,-0.2855477,-0.41964975,-0.149866935,-0.13159996
Pleasanton,344,2010,B+,B+,E,E,A+,A+,,,E-,E-,,,A+,A,,,A-,A-,E,E-,E,E-,,,E,,B-,,B,B,E+,E-,B,B,E,,,,E,E,-0.49998465,-0.2356842,,,,,0.19525003,0.16699818,-0.53837353,-0.42276499,-0.41028982,-0.31132862,0.13599999,-0.052805934,-0.2862606,0.061343066,,,,,-0.35697007,-0.38548809,-0.57165414,-0.54211909,0.63598464,0.182878266,-0.2862606,0.061343066,0,0,-0.19525003,-0.16699818,0.18140346,0.0372769,-0.16136432,-0.23079047
Prairie View,362,2010,B+,B+,A+,A+,,,,,,,,,A,A,,,,,A+,A+,E,E,,,A,A,E,E,A,E+,E-,E-,B+,B+,A+,,E,E,E-,E-,-0.14974588,-0.13725205,-0.31465587,-0.42158356,-0.34732181,-0.4476313,0.18962003,0.61197168,0.29526284,0.45168456,0.17764151,0.034239039,-0.061790854,-0.029594276,-0.087389641,-0.035002377,-0.23644845,-0.13393556,-0.2452313,0.061244018,0.12342829,-0.3887251,0.23376967,-0.13648242,0.087955026,0.107657774,0.227266229,0.386581183,0.11087336,0.31369574,-0.43485133,-0.550727662,-0.17183455,-0.84040966,0.05612816,-0.170721459
Pratt,382,2010,B+,B+,E,E,A,A+,,,,,,,A,A,A+,,A+,A+,A+,A+,E+,A,A+,,A+,A+,E+,E+,B,B,B+,B+,B+,B+,A+,,E+,E+,E-,E-,0.17198515,0.20343135,0.050978102,0.014698926,-0.22806163,0.012748739,0.12161434,0.22874922,0.13596377,0.38556343,-0.017099591,-0.051109731,0.23710608,0.13696891,0.2593458,0.2324644,-0.21188328,0.26156363,0.13426985,0.15537611,0.27530399,0.53346306,-0.003135219,-0.44254303,0.06512093,-0.06646244,0.208367698,0.217765474,0.01617835,0.248814891,0.01265551,-0.07337311,0.13934022,0.14789963,0.013964372,-0.391433299
Pretty Prairie,311,2010,B+,B+,E-,E-,A,A,,,,,,,A-,A-,,,E+,A+,E-,A+,A+,A+,E+,,A+,A+,E+,E+,A-,E-,E+,A+,B,B,E-,,E-,E,E-,E,-0.014190279,0.19555259,,,,,,,,,-0.27307993,-0.069310918,,,0.089737423,-0.07739599,,,,,,,,,0.014190279,-0.19555259,0.089737423,-0.07739599,0,0,0,0,0,0,0.27307993,0.069310918
Quinter Public Schools,293,2010,B+,B+,A+,A+,E-,E-,,,,,,,,,,,E+,A,B,B-,A,A+,,,B+,B+,,,,,,,,,,,,,,,0.42458171,0.087312594,0.17066807,-0.25669497,0.18775144,-0.370395,,,-0.32231,-0.52930117,-0.10571726,-0.096042044,,,-0.27744347,-0.18804905,-0.12525705,-0.75230491,0.10271724,-0.48107687,,,-0.11284815,-0.60499054,-0.42458171,-0.087312594,-0.44811154,0.06864592,-0.31300849,-0.38190991,0.10271724,-0.48107687,0.32231,0.52930117,-0.00713089,-0.508948496
Rawlins County,105,2010,B,B,E-,E-,A,A+,,,,A+,,,A-,A-,,,A-,A-,E,E,E-,E-,,,A+,A+,E,E-,A-,E-,E-,E-,B+,B+,E-,,E+,E-,A,E-,-0.23373187,-0.20106989,0.26819462,0.2059167,0.26394054,-0.39812973,,,0.082610041,0.048438556,0.21551333,0.24208188,-0.12398905,-0.59777135,,,0.15362187,0.25667784,0.42010286,0.55495632,-0.37291214,-0.34611481,,,0.10974282,-0.39670146,-0.26819462,-0.2059167,-0.11031867,0.65480757,0.42010286,0.55495632,-0.455522181,-0.394553366,-0.21551333,-0.24208188
Remington-Whitewater,206,2010,B+,B+,E+,A+,E-,E-,,A-,,E-,,,A+,A+,,,A+,E+,E,E,E,E+,,,E,E,E,E,A+,E,E+,E+,B+,B+,E-,,E,E-,E,A+,0.41399568,0.37678751,0.30141705,-0.10380723,-0.091907904,-0.10122833,-0.13319057,-0.11965639,-0.56400585,-0.12898767,0.2778222,0.54680735,-0.008554794,-0.44487074,0.40086475,0.17844443,0.20492107,0.16786523,-0.28578535,-0.29890341,-0.00880966,0.085985333,-0.26104504,0.17723456,-0.422550474,-0.82165825,0.0994477,0.28225166,0.296828974,0.26909356,-0.15259478,-0.17924702,0.55519619,0.214973003,-0.53886724,-0.36957279
Renwick,267,2010,B+,B+,,,A+,A+,,,A+,A,,,A,A,,,E,E,E-,E-,A+,A+,,,E,E,E+,E+,A-,B+,E,E,B+,B+,A+,,E,E+,E-,E-,0.2726135,0.34469166,0.28827479,0.32093173,0.4861367,0.38941938,0.16510609,0.24679346,0.29475003,0.33763409,0.29379639,0.37689289,0.22604764,0.25655073,0.27656311,0.3091065,0.19154675,0.23315273,0.40087321,0.34888378,0.28294685,0.28241652,0.30922186,0.31503615,-0.04656586,-0.08814093,-0.01171168,-0.01182523,-0.29458995,-0.15626665,0.23576712,0.10209032,-0.01180318,-0.05521757,0.01542547,-0.06185674
Republic County,109,2010,B+,B+,E+,E+,E-,E,,,,E,,,A-,A-,E,,E,E-,E,E,E-,E,A-,,E-,E-,E,E,E-,E-,E,E,B+,B+,E,,,,E,E,0.20163579,0.014000267,0.19646466,0.16677523,-0.037112553,0.075550511,0.30951184,0.50568801,-0.010512643,-0.10877483,-0.293111,-0.21713136,0.053701349,-0.024603073,0.47073594,0.53276843,0.10897643,-0.058437474,0.38265201,0.6826275,0.18809429,0.023750696,0.066661596,-0.46092841,-0.147934441,-0.03860334,0.27427128,0.3659932,0.146088983,-0.133987985,0.07314017,0.17693949,0.198606933,0.132525526,0.359772596,-0.24379705
Riley County,378,2010,B,B+,E,E,E-,E-,,,E,E,,,A-,A,,,A-,A,E-,E,E-,E,,,A,A,E,E,A+,A+,E-,E-,B,B+,E,,E,E,E-,E-,0.04681889,-0.21405293,0.012758044,-0.030900598,0.33547124,0.54539818,0.29487219,0.24776842,0.29271859,0.06610591,0.18217154,0.10161304,0.2504563,-0.004368441,0.051044896,-0.25498599,0.61391312,0.62315995,0.34606999,0.27765667,0.28400329,-0.002964764,0.047411196,0.15711537,0.20363741,0.209684489,0.038286852,-0.224085392,0.27844188,0.07776177,0.0511978,0.02988825,-0.0087153,-0.069070674,-0.134760344,0.05550233
Riverton,404,2010,B+,B+,E-,E-,A,A+,,E,,E-,,,A,A,E+,E+,A,A,E,E,E-,E-,E-,E,A-,A-,E,E,B+,B+,E,E,B+,B+,A+,,E,E,A+,A+,0.1658653,0.326969,-0.16728847,-0.24504167,-0.13629775,-0.60197937,-0.082346052,-0.27281606,-0.16358988,-0.094783545,0.069661953,-0.12527248,-0.39030042,-0.23040999,-0.16359147,-0.08191514,-0.20798458,-0.67533809,-0.489526,-0.38370031,-0.2160117,-0.32702205,-0.19794874,-0.46728426,-0.55616572,-0.55737899,0.003697,0.16312653,-0.07168683,-0.07335872,-0.407179948,-0.11088425,-0.05242182,-0.232238505,-0.267610693,-0.34201178
Rock Creek,323,2010,B+,B+,E-,E-,A,A+,,E,E+,E,,,A,B+,,,A-,A,B+,B+,E+,B+,,,A+,,B+,B+,B+,B+,A+,B+,B+,B+,B+,,E-,A+,A+,A+,0.2693595,0.50383723,0.54736537,0.41586956,0.32440662,0.38894099,0.51965123,0.38185924,0.30662999,0.51775926,0.11162718,0.20611237,0.29535794,0.16019478,0.32013381,0.33282065,0.26436383,0.65747684,0.5140993,0.65719444,0.38754553,0.24353445,0.24837928,0.37666902,0.02599844,-0.34364245,-0.22723156,-0.08304891,-0.06004279,0.26853585,-0.00555193,0.2753352,0.08091554,-0.27422481,0.1367521,0.17055665
Rock Hills,107,2010,B+,B+,E,E,A,A,A+,A+,,,,,A-,A-,E-,E-,A,A,E+,E+,A,A,,,E,E,E,E,A,A,E,E,B+,B+,E+,,E+,E+,E-,E-,,,-0.036366984,-0.26900277,,,,,,,0.54262298,0.81917572,,,,,-0.20656106,-0.036855098,,,,,,,0,0,0.036366984,0.26900277,-0.20656106,-0.036855098,0,0,0,0,-0.54262298,-0.81917572
Rose Hill Public Schools,394,2010,B+,B+,E-,A+,A-,A-,,A,,,,,A-,A-,A+,A+,A,A,A-,A-,B-,B-,,,A,A,B+,B+,B,A-,E,E-,B-,B-,A+,,A+,A+,A+,A+,-0.27664101,-0.42791238,-0.20976597,0.039016761,-0.14773697,-0.17325583,-0.00113363,-0.057384163,0.17790683,0.15552822,0.2655642,0.005079048,-0.29286405,-0.47417262,-0.30685753,-0.31722739,-0.25619984,-0.44085139,0.049688879,0.006877015,0.24365847,0.10768727,0.17558967,0.26426789,-0.01622304,-0.04626024,-0.09709156,-0.356244151,-0.10846287,-0.26759556,0.050822509,0.064261178,0.06575164,-0.04784095,-0.08997453,0.259188842
Royal Valley,337,2010,B+,B+,A,A,A-,A,,A,A+,A,,,A,A-,A+,,A,A,B+,A,B+,B+,A+,,B+,B-,B+,B+,B+,A-,E+,E+,B+,B+,E+,,E,,A+,A+,0.51455814,0.15554155,0.26730397,0.27418384,0.13714173,-0.033511139,0.45990971,0.066758931,0.19418615,-0.25358075,-0.034147792,0.072824106,0.37718233,0.12083748,0.53407526,0.29090416,0.21236114,-0.16774447,0.42874309,0.023513891,0.31058463,-0.34097883,0.045218173,0.035762895,-0.13737581,-0.03470407,0.26677129,0.01672032,0.07521941,-0.134233331,-0.03116662,-0.04324504,0.11639848,-0.08739808,0.079365965,-0.037061211
Rural Vista,481,2010,B+,B+,E,E,A+,A+,,,,,,,A,A,E+,,A-,A-,A-,A-,E+,A+,A+,,E-,A-,E+,E+,B+,B+,A+,A+,B+,B+,E-,,E-,E-,E-,E-,0.51234931,0.50803125,0.23042324,0.10755348,0.23314513,0.14463665,,,,,,,,,0.2248188,0.10509917,,,-0.098404355,-0.42711431,,,-0.062346935,-0.18390201,-0.51234931,-0.50803125,-0.00560444,-0.00245431,-0.23314513,-0.14463665,-0.098404355,-0.42711431,0,0,-0.062346935,-0.18390201
Russell County,407,2010,B+,B+,E-,E-,A-,A-,,E,E-,E-,,,A+,A+,,,A,A,E-,E-,E+,,,,E,E,E,E,A+,A-,E+,E-,B+,B+,E-,,E,E+,E-,E-,0.1672592,0.53016186,-0.06400229,-0.042595699,0.059091799,-0.16867131,-0.072405025,0.27939689,0.064361542,0.04494451,-0.12005577,-0.053866737,0.19043083,0.21216477,0.072129868,-0.042053852,0.044592425,0.042051014,-0.11027592,-0.30633557,-0.21835147,-0.078489698,0.072549835,-0.36227259,0.02317163,-0.31799709,0.136132158,0.000541847,-0.014499374,0.210722324,-0.037870895,-0.58573246,-0.282713012,-0.123434208,0.192605605,-0.308405853
Salina,305,2010,B+,B+,E,E+,E,E,,E+,,,,,E-,E-,E+,,A-,A-,A+,A+,B+,B+,B-,,A,A,E,E,B+,A-,A+,A+,AB,B+,A+,,,,B+,B+,-0.043658517,0.031765059,0.024930937,0.022093905,-0.13796262,-0.14196639,0.039800759,0.02175496,-0.009331519,0.039773576,0.018229514,0.097074524,-0.094522938,-0.030541681,-0.11569317,-0.16791861,-0.009395918,-0.035201356,-0.11351124,-0.099032775,-0.033817418,0.076772407,-0.011266389,0.012031485,-0.050864421,-0.06230674,-0.140624107,-0.190012515,0.128566702,0.106765034,-0.153311999,-0.120787735,-0.024485899,0.036998831,-0.029495903,-0.085043039
Santa Fe Trail,434,2010,B+,B+,E-,E-,A,A,A-,A-,,A+,,A+,A,A-,A+,A+,B+,B+,E,E,E+,E+,E+,E+,E,E,E,E,B,E-,E+,E+,B,B,E-,,E+,E+,E-,E,0.21331954,0.20398605,0.14650527,0.36729106,0.008156912,0.013557047,-0.094926998,-0.15162234,0.14275973,0.31973174,-0.14613019,-0.45143455,0.11542992,0.088660128,-0.16058393,0.059769459,0.19451544,0.57619905,-0.041057888,0.22939321,-0.061927672,0.12234911,0.001463408,-0.1770283,-0.09788962,-0.115325922,-0.3070892,-0.307521601,0.186358528,0.562642003,0.05386911,0.38101555,-0.204687402,-0.19738263,0.147593598,0.27440625
Satanta,507,2010,B+,B,E,E,E,E,,,,A+,,,E,A+,,,A,A,A+,E-,E,A,,,E-,A+,E-,E-,E-,E-,E+,E-,B+,B+,A+,,E+,E-,E-,A+,-0.45855236,-0.40048641,-0.27658156,-0.37461498,-0.20236304,-0.067429662,-0.024656195,0.31465277,-0.26352185,-0.39752084,-0.12623847,0.11590611,-0.28777814,-0.008851805,-0.35722244,-0.24130383,-0.27752873,-0.069677092,0.001512251,0.14328897,-0.56580371,-0.13842581,-0.35470107,-0.20858379,0.17077422,0.391634605,-0.08064088,0.13331115,-0.07516569,-0.00224743,0.026168446,-0.1713638,-0.30228186,0.25909503,-0.2284626,-0.3244899
Scott County,466,2010,B+,B+,E-,E-,,,,,,,,,A-,B+,A+,,A-,E,E-,E-,A,A,A-,,E,A+,E,E,B+,A-,E-,E-,B+,B,A+,,,,E-,E-,-0.19170491,-0.035928521,-0.39532691,-0.31721926,-0.13947773,-0.051440995,0.2249558,0.21746534,-0.002852389,-0.067743592,0.31046256,0.48391643,-0.003669003,0.035893679,-0.27669701,-0.28911075,-0.33680564,-0.19467145,-0.030589554,0.023599815,0.17670172,-0.053266853,-0.001773765,0.38610482,0.188035907,0.0718222,0.1186299,0.02810851,-0.19732791,-0.143230455,-0.255545354,-0.193865525,0.179554109,0.014476739,-0.312236325,-0.09781161
Seaman,345,2010,B+,B+,E,E,A+,E,,E+,,E-,,,A,A,,,A,A,E,E,E+,E+,,,E,E,E+,E+,A-,E-,E+,E,B+,B+,B,,E-,E-,E-,E-,-0.00533101,-0.12597559,0.19177893,0.010623535,0.057950281,-0.007448891,0.19938052,0.18871008,0.081650473,0.21245977,0.062371165,-0.059939064,-0.084123015,-0.13896772,0.042310014,0.11274773,0.046738621,-0.000495907,0.26506379,0.28944311,0.20644903,0.1523625,0.12147248,-0.1078018,-0.078792005,-0.01299213,-0.149468916,0.102124195,-0.01121166,0.006952984,0.06568327,0.10073303,0.124798557,-0.06009727,0.059101315,-0.047862736
Sedgwick Public Schools,439,2010,B+,B+,A+,A+,A-,A,B+,B+,,A+,,,A-,A-,A+,,A-,A-,A,B+,B+,B+,,,A+,A,B+,B+,B,A-,E+,E+,B,B,A+,,,,A+,A+,-0.18847062,-0.35170677,0.3111341,-0.30792162,0.024253443,-0.44086581,0.60365796,0.22304685,-0.26653385,-0.75945294,-0.13658945,-0.30691674,0.59115553,0.6319145,0.39165723,0.31278366,0.16063675,0.0535895,0.89879102,0.32142061,0.3928721,0.29571664,0.19883457,-0.040831938,0.77962615,0.98362127,0.08052313,0.62070528,0.136383307,0.49445531,0.29513306,0.09837376,0.65940595,1.05516958,0.33542402,0.266084802
Shawnee Heights,450,2010,B+,B+,E,E,E-,E-,,E,,E,,,A+,A+,,,E+,E+,E+,A+,E,E,,,E,E,E-,E-,E-,E+,E,E,B+,B+,E+,,E,E,E,E,-0.086134881,-0.15281968,-0.1470017,-0.20488305,-0.11827099,-0.08062806,-0.030992176,0.047189709,-0.004258351,0.011562418,-0.17710672,-0.21388818,-0.064199001,-0.11761079,-0.015385167,-0.14811279,-0.13769609,-0.2420432,0.095608108,0.079727605,-0.071905553,-0.16202168,0.062110752,0.19918413,0.02193588,0.03520889,0.131616533,0.05677026,-0.0194251,-0.16141514,0.126600284,0.032537896,-0.067647202,-0.173584098,0.239217472,0.41307231
Shawnee Mission,512,2010,B+,B+,E+,E+,E-,E,E+,E,,,,,A-,B+,,,A+,E,E-,A+,A,A,,,E-,E-,E+,E+,B,B,E,E,B,B,E-,,E,E,E+,E+,0.15521476,0.059966348,0.14071193,0.13325989,0.19183223,0.1711996,0.2593849,0.37878141,0.2759724,0.1607157,0.22615361,0.10109495,0.068512373,0.039670121,0.058802046,0.10019013,0.19664448,0.1434785,0.19462804,0.26596749,0.2379792,0.19542804,0.26038289,0.067638993,-0.086702387,-0.020296227,-0.081909884,-0.03306976,0.00481225,-0.0277211,-0.06475686,-0.11281392,-0.0379932,0.03471234,0.03422928,-0.033455957
Silver Lake,372,2010,B+,B+,,,A-,A-,,,,,,,E-,A+,,,A+,A,E,E,E,,,,E,E,E-,E-,E,E+,E,E,B+,B+,E+,,,,A+,A+,0.097915173,0.38069192,0.24715938,0.16642676,0.55548739,0.69418943,0.4498105,0.3907041,0.29541764,0.58416909,0.38123727,0.55176151,0.39121827,0.38951749,0.22040625,0.19068646,0.24023236,0.12997828,0.38759309,0.58494109,0.30887842,0.67511398,0.50350773,0.81001699,0.293303097,0.00882557,-0.02675313,0.0242597,-0.31525503,-0.56421115,-0.06221741,0.19423699,0.01346078,0.09094489,0.12227046,0.25825548
Skyline Schools,438,2010,B+,B+,E,E,,,,,,,,,A+,A,A+,A+,A,A,B+,B+,B+,B+,B+,B+,A-,A-,E+,E+,B+,B+,E-,E-,B+,B+,A+,,A+,A+,E-,A+,0.19335355,-0.17276885,0.90136296,0.67891645,0.077231489,-0.086797319,-0.12073366,-0.27811351,-0.011092618,-0.30543843,0.61373043,0.004362925,0.040680911,-0.39615399,-0.18939941,0.22632477,0.28367335,-0.081395507,-0.04369884,-0.65380979,-0.093213618,-0.41629457,-0.19361609,-0.19674237,-0.152672639,-0.22338514,-1.09076237,-0.45259168,0.206441861,0.005401812,0.07703482,-0.37569628,-0.082121,-0.11085614,-0.80734652,-0.201105295
Smith Center,237,2010,,,A+,A+,,,,E,,,,,A,A,E,,A,E,E,E,A,B-,A,B-,B+,B-,E,E-,A-,A-,E,B-,B+,B+,E,,,,E,B-,0.11823419,0.31914639,-0.028304573,-0.23084745,0.6082601,0.79445326,0.25357696,0.089261077,0.1446555,0.097142614,0.34969783,-0.059920128,0.20388794,-0.086081415,-0.010386029,0.020641569,0.19334535,0.022133157,0.3500196,0.47976178,0.018874072,0.10507457,0.35980085,-0.075119123,0.08565375,-0.405227805,0.017918544,0.251489019,-0.41491475,-0.772320103,0.09644264,0.390500703,-0.125781428,0.007931956,0.01010302,-0.015198995
Smoky Valley,400,2010,B,B+,A+,A+,E-,A+,,,,E,,,A+,E-,,,A-,A-,A-,B+,E+,A+,,,E-,B+,E-,E-,E-,A+,E+,A+,B+,B+,E+,,E-,E,E,E+,0.31322843,-0.025539525,0.18600696,0.25125417,0.14126466,-0.05315128,0.38042125,0.29700246,0.10742073,-0.20378363,0.26340902,-0.080128081,0.23654279,-0.079807691,0.043462977,-0.030601468,0.17327201,-0.23610877,0.14881009,0.14141165,0.28177673,0.09776935,-0.03688819,-0.15530425,-0.07668564,-0.054268166,-0.142543983,-0.281855638,0.03200735,-0.18295749,-0.23161116,-0.15559081,0.174356,0.30155298,-0.30029721,-0.075176169
Solomon,393,2010,B+,B+,E,E,E,E,E,E,E-,E-,,,E-,E-,E+,E+,E,E,E,E,E,,E+,E+,E-,A+,B+,B+,B+,B+,B+,B+,B+,B+,E,,E-,E-,E-,E-,0.09220542,0.21147381,-0.53082901,-0.13952205,-0.18516406,0.10150467,-0.22302501,-0.63585168,-0.1379367,-0.54836351,-0.12001376,-0.80222958,-0.094176501,-0.23737602,-0.24318524,0.10924812,-0.47501358,-0.75205529,-0.33276621,-0.58965343,-0.15414891,-0.69802952,-0.012794588,-0.66041756,-0.186381921,-0.44884983,0.28764377,0.24877017,-0.28984952,-0.85355996,-0.1097412,0.04619825,-0.01621221,-0.14966601,0.107219172,0.14181202
