District Name,District Number,Year,elem_nutr_gen_atm,mid_nutr_gen_atm,hs_nutr_gen_atm,elem_nutr_bkfst,mid_nutr_bkfst,hs_nutr_bkfst,elem_nutr_lunch,mid_nutr_lunch,hs_nutr_lunch,elem_nutr_a_la_carte,mid_nutr_a_la_carte,hs_nutr_a_la_carte,elem_nutr_vend,mid_nutr_vend,hs_nutr_vend,elem_nutr_sch_store,mid_nutr_sch_store,hs_nutr_sch_store,elem_nutr_sch_day,mid_nutr_sch_day,hs_nutr_sch_day,elem_nutr_aft_sch_prog,mid_nutr_aft_sch_prog,hs_nutr_aft_sch_prog,elem_ne_gen_guide_and_class,mid_ne_gen_guide_and_class,hs_ne_gen_guide_and_class,elem_ne_cafeteria,mid_ne_cafeteria,hs_ne_cafeteria,elem_ne_events_dur_sch_day,mid_ne_events_dur_sch_day,hs_ne_events_dur_sch_day,elem_ne_aft_sch_prog,mid_ne_aft_sch_prog,hs_ne_aft_sch_prog,elem_ne_fam_comm,mid_ne_fam_comm,hs_ne_fam_comm,elem_ne_staff_well,mid_ne_staff_well,hs_ne_staff_well,elem_pa_gen_guide_pe_class,mid_pa_gen_guide_pe_class,hs_pa_gen_guide_pe_class,elem_pa_thru_day,mid_pa_thru_day,hs_pa_thru_day,elem_pa_punish,mid_pa_punish,hs_pa_punish,elem_pa_recess,mid_pa_recess,hs_pa_recess,elem_pa_bef_aft_sch,mid_pa_bef_aft_sch,hs_pa_bef_aft_sch,elem_pa_fam_comm,mid_pa_fam_comm,hs_pa_fam_comm,Notes,leaid,leaname,fips,stateabb,year,grade,3_mean_edfa_ela,3_se_edfa_ela,3_mean_edfa_math,3_se_edfa_math,4_mean_edfa_ela,4_se_edfa_ela,4_mean_edfa_math,4_se_edfa_math,5_mean_edfa_ela,5_se_edfa_ela,5_mean_edfa_math,5_se_edfa_math,6_mean_edfa_ela,6_se_edfa_ela,6_mean_edfa_math,6_se_edfa_math,7_mean_edfa_ela,7_se_edfa_ela,7_mean_edfa_math,7_se_edfa_math,8_mean_edfa_ela,8_se_edfa_ela,8_mean_edfa_math,8_se_edfa_math
Osage City,420,2010,B+,B+,B+,A+,A+,A+,,,,,A+,A+,,,,,,,A,A,A,,,,B,B+,B+,E-,E,E,E-,E-,E-,,,,E-,E-,A+,E,E,E,B,B,A-,E+,E,E,B+,B+,B+,E-,,,E,E,E,E,E,E,,2010230,OSAGE CITY,20,KS,2010,3,0.44739735,0.14282031,0.39244568,0.12905347,-0.29346886,0.13890155,-0.12745441,0.13339001,-0.22746053,0.13684554,0.008893663,0.14053136,-0.19162297,0.14082401,0.099289253,0.13329732,0.10051188,0.15914762,0.17769694,0.078057073,0.28739429,0.13553701,0.49013597,0.13223793
Osawatomie,367,2010,B+,B+,A-,E,E,E,E-,E-,E-,,A+,E,A+,A+,A+,,,,A-,A-,A-,,,,A-,A-,A-,A-,A-,A-,E+,B+,B+,,,,B+,B+,B+,E-,E-,E-,B,E-,E-,B+,B+,B+,B-,B+,B+,A+,,,E,E,E,A+,A+,A+,,2010260,OSAWATOMIE,20,KS,2010,3,-0.30240265,0.10143788,-0.035851445,0.098089643,-0.30359948,0.094646469,-0.1836078,0.096295647,-0.140365,0.084825531,0.032507572,0.08430472,0.007955658,0.079437457,-0.29881135,0.10146819,-0.27879912,0.13064295,-0.38615015,0.10015046,-0.012754552,0.10131088,-0.31208554,0.090658665
Osborne County,392,2010,B+,B+,A-,A+,A+,A+,A,A,A,,,,E,E,E,,,,A-,A-,A-,,,,A-,A-,A-,A-,A-,A-,A,A,A,,,,A+,A+,A+,B+,B+,B+,A-,A,A,A,B+,B+,B-,B+,B+,B+,,,,,,E-,E-,E-,,2010290,OSBORNE COUNTY,20,KS,2010,4,,,,,0.002967544,0.2051478,-0.12578793,0.19182082,0.47765738,0.18314281,0.39945596,0.18107915,,,,,,,,,0.18426634,0.18443149,-0.42373723,0.17309238
Oskaloosa,341,2010,B,B,B+,E-,E-,E-,A-,A-,A-,,,,E-,E-,E-,,,,A,A-,A-,,,,A,A,A,A+,A+,A+,A+,B+,B+,,,,A-,B,B,E,E,E,A-,A+,E-,E-,E-,E-,B+,B+,B+,E,,,E,E,E,E-,E-,E-,,2010320,OSKALOOSA PUBLIC SCHOOLS,20,KS,2010,3,0.059130795,0.14058782,0.4130477,0.15292452,-0.14156856,0.14344972,-0.13063562,0.14049268,-0.084056921,0.17776732,-0.48772776,0.16408959,-0.35703647,0.1294796,-0.017047998,0.12447194,-0.186261,0.14901605,-0.79504824,0.14564244,0.51065981,0.16065434,-0.31202042,0.14654933
Oswego,504,2010,B+,B+,B,A+,A+,A+,A+,A+,A+,,,,E-,E-,A,,,,A,A,A,A+,A+,,B,B+,B+,A-,A-,A-,B+,B+,B+,,,,A-,A-,A-,E-,A,A,B,A-,A-,A+,A+,A,B+,B+,B+,E-,,,E-,E-,A+,E-,E-,A,,2010350,OSWEGO,20,KS,2010,3,0.039787866,0.14749385,0.17783226,0.15509431,-0.016973533,0.17232136,0.010704771,0.16628905,0.41852272,0.16367379,0.52747035,0.16646476,0.20473878,0.14327635,0.13071015,0.13204804,-0.4025057,0.15012738,-0.35329548,0.1465189,-0.17311628,0.13983755,0.053619899,0.1370481
Ottawa,290,2010,B+,B+,A-,E,E,E,A+,E-,E-,,E+,E+,,A,E-,,,,A,A,A,E+,,,A,A,A,E,E,E,E,E,E,E,,,E,E,E,E,E,E,A-,B+,B+,E+,E,E,B+,B+,B+,E-,,,B-,E,E,E+,E,E,,2000015,OTTAWA,20,KS,2010,3,-0.087109379,0.077791914,-0.21878031,0.067006424,-0.048668724,0.064803757,-0.050254487,0.074303806,-0.10042273,0.075876214,-0.057473451,0.073031239,-0.17885962,0.08248543,-0.38627723,0.07568378,-0.15560637,0.072903931,0.15688075,0.056218352,-0.025996381,0.079157867,0.000995325,0.080745406
Oxford,358,2010,B+,B+,A-,E,E,E,E-,E-,E-,,,,,A,A,,,,A-,A-,A-,A+,,,E+,E+,E+,A+,E-,E-,E,E,E,E,,,E,E,E,E,E,E,E+,E+,E+,E+,E+,E+,B,,,E,,,E,E,E,E,E,E,,2010440,OXFORD,20,KS,2010,3,0.077375025,0.18808338,-0.18050581,0.1901612,0.76689589,0.22841652,0.53111285,0.21848086,0.066342041,0.20426837,0.064717464,0.20628692,0.003060656,0.19691569,0.19368187,0.18550335,-0.24485961,0.18185887,-0.44835567,0.17666753,,,-0.36064205,0.19871604
Paola,368,2010,B+,B+,A-,E,E,E,E,E,E,,E,E,,E-,A+,,A+,A+,A,A,A,,,,B+,B+,B+,E,E,E,B+,B+,B+,,,,A,A,A,E,E,E,B+,B,B,E,E,E,B,B,B,E-,,,E,E,E,E-,E-,E-,,2010500,PAOLA,20,KS,2010,3,0.11310665,0.085870579,-0.12443413,0.069399528,-0.065928489,0.077813387,0.081714906,0.087062798,0.046231214,0.094117783,0.32680905,0.10569509,0.33002138,0.080091849,0.3057875,0.07496278,0.38352028,0.077627204,0.32958981,0.075447842,0.14763944,0.087538816,0.015188673,0.072359331
Parsons,503,2010,B+,B+,B+,E+,E+,E+,E,E,E,,E,E,E,E,E,,,A-,A,A,A,E+,E+,,A,A-,A-,E,E,E,E+,E+,E+,E,E,,E,E,E,E+,E,E,B,B+,B,E,E,E,B+,B+,B,E,,,E,E,E,E,E,E,,2010560,PARSONS,20,KS,2010,3,0.14495164,0.11012851,0.25489983,0.10201535,0.098131575,0.093409561,0.023951609,0.11556499,0.023444602,0.082761079,0.086448245,0.11537907,-0.1213565,0.1266136,0.15399007,0.11668973,-0.15193847,0.10311775,-0.22780274,0.094956189,-0.072721303,0.15988111,0.010982363,0.11093859
Peabody-Burns,398,2010,B+,B+,A-,E,E,E,,,,,,,,,,,,,A-,A-,A-,A,,,A-,A-,A-,B+,B+,B+,B-,,,B+,,,B-,B-,B-,E,E,E,B+,A+,B,E,E-,E-,B+,B+,B+,E-,,,,,,E-,E-,E-,,2010590,PEABODY-BURNS,20,KS,2010,3,-0.44382986,0.18920892,-0.32800969,0.19203253,-0.51947355,0.20897029,-0.80242497,0.19862947,-0.44873926,0.18370864,0.48438913,0.20685972,-0.17006013,0.16745298,-0.38336849,0.15611863,0.13381602,0.16336527,0.090453073,0.155443,,,,
Perry,343,2010,B,B+,A-,E-,E-,E-,A+,E-,E-,,E-,E,,A-,A+,,,,A,A,A-,,,,B,A,A,B+,B+,B+,B+,E-,E-,,,,B-,B-,B+,E+,E+,E+,A-,A-,E+,E+,A+,A+,B+,B+,B+,B,,,,E,E,A+,A+,A+,,2010620,PERRY PUBLIC SCHOOLS,20,KS,2010,3,0.17479044,0.12566492,0.085412338,0.11901145,0.47208211,0.15457928,0.41528526,0.11007251,-0.14349021,0.11770482,-0.28744876,0.10162399,-0.21281308,0.092427164,-0.17369872,0.083207704,0.30508989,0.14681219,0.86456269,0.14639743,0.25794807,0.14676721,0.42752203,0.10794771
Phillipsburg,325,2010,B+,B+,A-,A+,A+,A+,,,,,,,,,,,,,A+,E-,A,,,,E+,E+,E+,A+,E,A-,E+,E+,E-,,,,E+,A+,B+,E+,E+,E+,A-,A-,A+,E+,E,B+,B+,B+,B+,A+,,,,,,A+,A+,A+,,2010650,PHILLIPSBURG,20,KS,2010,3,0.67711055,0.14335889,0.57046181,0.14774305,0.3067154,0.092423573,0.55152178,0.097057864,0.09801998,0.15065163,0.35221824,0.15563533,0.47594526,0.14579485,0.47587711,0.13419735,0.19799447,0.16155462,-0.26453948,0.14970198,0.016747316,0.14475597,-0.095415406,0.13024338
Pike Valley,426,2010,B+,B+,A-,E-,E-,E,A-,A-,A-,A,A,A,E-,E-,E-,,,,E,E,E-,,,,A,A,A-,E,E,A-,A+,A,B-,,,,A+,A+,B+,A+,A+,A+,B+,A+,B,E,E,E-,B,B,B,E-,,,,,,E-,E-,E-,,2005310,PIKE VALLEY,20,KS,2010,8,,,,,,,,,,,,,,,,,,,,,0.2416907,0.19344164,0.58603364,0.19314061
Piper-Kansas City,203,2010,B+,B+,A-,,,,E,E,E,E+,E+,E+,E-,E-,E-,B+,B+,B+,A,A,A-,,,,B,B,B,E-,E,E-,B+,B+,B+,,,,A,A,A,B-,B-,B-,B+,B+,B,B-,B-,B-,B+,B+,B+,B+,,,,,,B-,,,,2010680,PIPER-KANSAS CITY,20,KS,2010,3,0.12492435,0.073889598,0.40363178,0.077496916,0.41482922,0.098985612,0.50933564,0.10441153,0.089060746,0.098789655,0.25538567,0.094804816,0.5688293,0.090598658,0.35210893,0.10297392,0.21823928,0.088476516,0.013691919,0.083582506,0.15420921,0.08029075,0.18170205,0.072957017
Pittsburg Community Schools,250,2010,B+,B+,A-,A+,A+,A+,E-,E-,E-,A+,E,E,,E+,E,,,,A,A,A,E+,E,E+,A,A-,A-,E+,E+,E,E+,E,E,E-,E-,E-,E,E,E,E,E,E,A+,A+,A+,E+,E+,E+,B,B+,B+,E-,,,E,E+,E+,E-,E-,E-,,2010710,PITTSBURG,20,KS,2010,3,-0.22672962,0.071472026,-0.47916612,0.065523177,-0.11061783,0.073249668,-0.40323201,0.076509625,-0.097004451,0.075004429,-0.13512057,0.067900278,-0.06590417,0.083046824,-0.29667148,0.079787508,-0.17904897,0.068573333,-0.10677319,0.076357119,-0.33417517,0.085173637,-0.34996897,0.077091902
Plainville,270,2010,B,B+,A-,E-,E-,E-,A,A,A,,,,A+,A+,E-,,,,B-,B-,B-,,,,A-,A-,A,A+,A+,A+,A,A,A,,,,E-,E-,A+,E,E,E,B,B,B-,E-,B,B,B,B,B,E-,,,A+,A+,A+,E-,E-,E-,,2010740,PLAINVILLE,20,KS,2010,4,,,,,0.17852515,0.17233858,0.44417432,0.16839945,-0.40782407,0.19983621,-0.10910998,0.20406884,-0.25262275,0.20542669,-0.11364511,0.19296898,0.14429502,0.17910177,0.12405646,0.17370741,0.046499975,0.15474662,-0.10600442,0.14967769
Pleasanton,344,2010,B+,B+,A-,E,E,E,A+,A+,A+,,,,E-,E-,E-,,,,A+,A,A,,,,A-,A-,A-,E,E-,E-,E,E-,E-,,,,E,,,B-,,,B,B,B,E+,E-,E-,B,B,B,E,,,,,,E,E,E,,2010770,PLEASANTON,20,KS,2010,3,-0.49998465,0.18901035,-0.2356842,0.19140263,,,,,,,,,0.19525003,0.18910314,0.16699818,0.17928576,-0.53837353,0.16073565,-0.42276499,0.15907542,-0.41028982,0.17038995,-0.31132862,0.16850671
Prairie View,362,2010,B+,B+,A-,A+,A+,A+,,,,,,,,,,,,,A,A,A,,,,,,,A+,A+,A+,E,E,E,,,,A,A,A,E,E,E,A,E+,E-,E-,E-,E-,B+,B+,B+,A+,,,E,E,E+,E-,E-,E-,,2008250,PRAIRIE VIEW,20,KS,2010,3,-0.14974588,0.10391302,-0.13725205,0.087292053,-0.31465587,0.097349495,-0.42158356,0.11374202,-0.34732181,0.11296078,-0.4476313,0.093631119,0.18962003,0.1185529,0.61197168,0.10807188,0.29526284,0.1198616,0.45168456,0.10814099,0.17764151,0.097793005,0.034239039,0.11995094
Pratt,382,2010,B+,B+,A-,E,E,E,A,A+,A+,,,,,,A,,,,A,A,A,A+,,,A+,A+,A,A+,A+,A+,E+,A,A,A+,,,A+,A+,A+,E+,E+,E+,B,B,B-,B+,B+,B+,B+,B+,B+,A+,,,E+,E+,E+,E-,E-,E-,,2010890,PRATT,20,KS,2010,3,0.17198515,0.088088967,0.20343135,0.10697258,0.050978102,0.14441662,0.014698926,0.12016098,-0.22806163,0.10910863,0.012748739,0.10700253,0.12161434,0.12718491,0.22874922,0.10577408,0.13596377,0.12244195,0.38556343,0.13135526,-0.017099591,0.11699022,-0.051109731,0.12356539
Pretty Prairie,311,2010,B+,B+,A-,E-,E-,E-,A,A,A,,,,,,,,,,A-,A-,A-,,,,E+,A+,A,E-,A+,A+,A+,A+,A+,E+,,,A+,A+,A+,E+,E+,E+,A-,E-,A+,E+,A+,A+,B,B,B+,E-,,,E-,E,E-,E-,E,E,,2010920,PRETTY PRAIRIE,20,KS,2010,3,-0.014190279,0.19733156,0.19555259,0.20430095,,,,,,,,,,,,,,,,,-0.27307993,0.1756442,-0.069310918,0.1731977
Quinter Public Schools,293,2010,B+,B+,A-,A+,A+,A+,E-,E-,E-,,,,,,,,,,,,,,,,E+,A,A-,B,B-,B-,A,A+,A+,,,,B+,B+,B+,,,,,,,,,,,,,,,,,,,,,,,2010950,QUINTER PUBLIC SCHOOLS,20,KS,2010,3,0.42458171,0.21432921,0.087312594,0.21006021,0.17066807,0.21126147,-0.25669497,0.19817311,0.18775144,0.20090054,-0.370395,0.2034931,,,,,-0.32231,0.19635253,-0.52930117,0.19101876,-0.10571726,0.18817334,-0.096042044,0.18043984
Rawlins County,105,2010,B,B,B,E-,E-,E-,A,A+,A+,,,,,A+,A,,,,A-,A-,A-,,,,A-,A-,A-,E,E,E,E-,E-,E-,,,,A+,A+,A+,E,E-,E-,A-,E-,E-,E-,E-,A+,B+,B+,B+,E-,,,E+,E-,A+,A,E-,E-,,2000023,RAWLINS COUNTY,20,KS,2010,3,-0.23373187,0.20386694,-0.20106989,0.20732127,0.26819462,0.20475981,0.2059167,0.19418037,0.26394054,0.18753681,-0.39812973,0.17771798,,,,,0.082610041,0.21343888,0.048438556,0.2045898,0.21551333,0.17948502,0.24208188,0.16944543
Remington-Whitewater,206,2010,B+,B+,A-,E+,A+,,E-,E-,A+,,A-,A,,E-,A-,,,,A+,A+,E-,,,,A+,E+,E-,E,E,E,E,E+,E,,,,E,E,A,E,E,B+,A+,E,E+,E+,E+,E,B+,B+,B+,E-,,,E,E-,A+,E,A+,A+,,2006240,REMINGTON-WHITEWATER,20,KS,2010,3,0.41399568,0.17595883,0.37678751,0.18367234,0.30141705,0.1545326,-0.10380723,0.14378051,-0.091907904,0.15573624,-0.10122833,0.15521365,-0.13319057,0.13793051,-0.11965639,0.12946846,-0.56400585,0.16900149,-0.12898767,0.16772449,0.2778222,0.14334852,0.54680735,0.14241883
Renwick,267,2010,B+,B+,A-,,,,A+,A+,E-,,,E-,A+,A,A+,,,,A,A,A,,,,E,E,A,E-,E-,E-,A+,A+,A+,,,,E,E,E,E+,E+,E+,A-,B+,B+,E,E,E-,B+,B+,B+,A+,,,E,E+,E+,E-,E-,E-,,2011080,RENWICK,20,KS,2010,3,0.2726135,0.075291507,0.34469166,0.0832946,0.28827479,0.072240263,0.32093173,0.067871176,0.4861367,0.10721175,0.38941938,0.1017106,0.16510609,0.071098104,0.24679346,0.069120988,0.29475003,0.083295733,0.33763409,0.06594561,0.29379639,0.073511265,0.37689289,0.082543716
Republic County,109,2010,B+,B+,A-,E+,E+,E+,E-,E,E,,,,,E,E,,,,A-,A-,A-,E,,,E,E-,E,E,E,E,E-,E,E-,A-,,,E-,E-,A+,E,E,E,E-,E-,E-,E,E,E,B+,B+,B+,E,,,,,,E,E,E,,2000030,REPUBLIC COUNTY,20,KS,2010,3,0.20163579,0.19097677,0.014000267,0.19191679,0.19646466,0.16926701,0.16677523,0.15896143,-0.037112553,0.14874803,0.075550511,0.15050007,0.30951184,0.17029318,0.50568801,0.16382496,-0.010512643,0.16623941,-0.10877483,0.15904661,-0.293111,0.15646106,-0.21713136,0.15322888
Riley County,378,2010,B,B+,A-,E,E,E,E-,E-,E-,,,,E,E,E,,,,A-,A,A,,,,A-,A,A,E-,E,A+,E-,E,A,,,,A,A,B+,E,E,E,A+,A+,E+,E-,E-,E-,B,B+,B+,E,,,E,E,E-,E-,E-,E-,,2011100,RILEY COUNTY,20,KS,2010,3,0.04681889,0.11937443,-0.21405293,0.11715727,0.012758044,0.14105175,-0.030900598,0.13635024,0.33547124,0.091288574,0.54539818,0.13458982,0.29487219,0.12992768,0.24776842,0.10834266,0.29271859,0.14176734,0.06610591,0.13342084,0.18217154,0.14864241,0.10161304,0.15965024
Riverton,404,2010,B+,B+,A-,E-,E-,E-,A,A+,A+,,E,E,,E-,E,,,,A,A,A,E+,E+,,A,A,A,E,E,E,E-,E-,E-,E-,E,B-,A-,A-,A-,E,E,E,B+,B+,B,E,E,E,B+,B+,B+,A+,,,E,E,E-,A+,A+,A+,,2011130,RIVERTON,20,KS,2010,3,0.1658653,0.12881394,0.326969,0.12192293,-0.16728847,0.13571304,-0.24504167,0.1311443,-0.13629775,0.11721206,-0.60197937,0.1150628,-0.082346052,0.13465457,-0.27281606,0.098126709,-0.16358988,0.10960633,-0.094783545,0.096790634,0.069661953,0.12442683,-0.12527248,0.1167355
Rock Creek,323,2010,B+,B+,A-,E-,E-,E-,A,A+,A+,,E,E,E+,E,E,,,,A,B+,B+,,,,A-,A,A,B+,B+,B+,E+,B+,B+,,,,A+,,,B+,B+,B+,B+,B+,B+,A+,B+,B+,B+,B+,B+,B+,,,E-,A+,A+,A+,A+,A+,,2000004,ROCK CREEK,20,KS,2010,3,0.2693595,0.10097236,0.50383723,0.13149197,0.54736537,0.093433909,0.41586956,0.070658162,0.32440662,0.10331508,0.38894099,0.10761462,0.51965123,0.11978929,0.38185924,0.090353034,0.30662999,0.10516836,0.51775926,0.15447859,0.11162718,0.10624689,0.20611237,0.096468166
Rock Hills,107,2010,B+,B+,A-,E,E,E,A,A,A,A+,A+,A+,,,,,,,A-,A-,A,E-,E-,E-,A,A,A,E+,E+,E+,A,A,A,,,,E,E,E,E,E,E,A,A,A,E,E,E,B+,B+,B+,E+,,,E+,E+,E+,E-,E-,E-,,2000029,ROCK HILLS,20,KS,2010,4,,,,,-0.036366984,0.20704129,-0.26900277,0.19636691,,,,,,,,,,,,,0.54262298,0.19494584,0.81917572,0.19429903
Rolla,217,2010,B,B,B+,E-,E-,E-,E-,E-,E-,,,,E-,E-,E-,,,,A,A,A,,,,A-,A-,A-,A,A,A,B-,B-,B-,,,,E,E,E,E,E,E,A,A-,A,E,E,E,B+,B+,B+,E,,,,,,E-,E-,E-,,2011190,ROLLA,20,KS,2010,8,,,,,,,,,,,,,,,,,,,,,0.43268058,0.21846776,0.35306895,0.20584799
Rose Hill Public Schools,394,2010,B+,B+,A-,E-,A+,A+,A-,A-,A,,A,A,,,A,,,A,A-,A-,B+,A+,A+,,A,A,A,A-,A-,A-,B-,B-,B-,,,,A,A,A,B+,B+,B+,B,A-,B,E,E-,A+,B-,B-,B-,A+,,,A+,A+,A+,A+,A+,A+,,2011250,ROSE HILL PUBLIC SCHOOLS,20,KS,2010,3,-0.27664101,0.086148985,-0.42791238,0.079972178,-0.20976597,0.094412349,0.039016761,0.083175488,-0.14773697,0.084599867,-0.17325583,0.072236709,-0.00113363,0.081814483,-0.057384163,0.082425863,0.17790683,0.082363181,0.15552822,0.065330669,0.2655642,0.086244754,0.005079048,0.067057416
Royal Valley,337,2010,B+,B+,A-,A,A,A,A-,A,A-,,A,A+,A+,A,A,,,,A,A-,A-,A+,,,A,A,A,B+,A,A+,B+,B+,B+,A+,,,B+,B-,A-,B+,B+,B+,B+,A-,E-,E+,E+,A+,B+,B+,B+,E+,,,E,,,A+,A+,A+,,2009320,ROYAL VALLEY,20,KS,2010,3,0.51455814,0.1106312,0.15554155,0.10180756,0.26730397,0.11417007,0.27418384,0.11084531,0.13714173,0.077801175,-0.033511139,0.10392959,0.45990971,0.11718679,0.066758931,0.10699695,0.19418615,0.1183541,-0.25358075,0.09201505,-0.034147792,0.097820424,0.072824106,0.094993621
Rural Vista,481,2010,B+,B+,B,E,E,E,A+,A+,A+,,,,,,,,,,A,A,A,E+,,,A-,A-,A,A-,A-,A-,E+,A+,E-,A+,,,E-,A-,A+,E+,E+,E+,B+,B+,B+,A+,A+,A+,B+,B+,B+,E-,,,E-,E-,E-,E-,E-,E-,,2007440,RURAL VISTA,20,KS,2010,3,0.51234931,0.16767617,0.50803125,0.17543924,0.23042324,0.18271156,0.10755348,0.17748798,0.23314513,0.16207898,0.14463665,0.16004638,,,,,,,,,,,,
Russell County,407,2010,B+,B+,A-,E-,E-,E-,A-,A-,A-,,E,E,E-,E-,E-,,,,A+,A+,A+,,,,A,A,A,E-,E-,A-,E+,,,,,,E,E,E,E,E,E,A+,A-,A-,E+,E-,A+,B+,B+,B+,E-,,,E,E+,E,E-,E-,A+,,2011310,RUSSELL COUNTY,20,KS,2010,3,0.1672592,0.11112174,0.53016186,0.1647853,-0.06400229,0.14157452,-0.042595699,0.14893608,0.059091799,0.11394471,-0.16867131,0.10933147,-0.072405025,0.088497587,0.27939689,0.12177038,0.064361542,0.13202113,0.04494451,0.10376734,-0.12005577,0.13356854,-0.053866737,0.15306866
Sabetha,441,2010,B+,B+,A-,A+,A+,A+,E-,E,E,,,E,,A,A,,,E-,A-,A-,A-,,,,A,A-,A,E,E,E,E+,E+,E+,,,,E,E-,A+,E,E,E,B+,E+,E+,E-,B+,A+,B,B,B+,A+,,,E-,E,E,E-,E-,A+,,2000005,SABETHA,20,KS,2010,3,0.12404615,0.11642879,0.14637478,0.099613972,0.14841904,0.11400372,0.40158874,0.11647337,0.360313,0.18606833,0.43048429,0.14395808,0.48810625,0.1122245,0.6749692,0.12058256,0.21297565,0.15039769,0.65027303,0.14241968,0.39790767,0.13401937,0.54748797,0.093716651
Salina,305,2010,B+,B+,A-,E,E+,E,E,E,E,,E+,E+,,,E,,,,E-,E-,E-,E+,,,A-,A-,A-,A+,A+,A+,B+,B+,B+,B-,,,A,A,A,E,E,E,B+,A-,A-,A+,A+,A+,AB,B+,B+,A+,,,,,,B+,B+,B+,,2011370,SALINA,20,KS,2010,3,-0.043658517,0.041771561,0.031765059,0.043240644,0.024930937,0.043728229,0.022093905,0.042749014,-0.13796262,0.039500475,-0.14196639,0.040165357,0.039800759,0.039885201,0.02175496,0.040142402,-0.009331519,0.048853844,0.039773576,0.039947063,0.018229514,0.047358755,0.097074524,0.044320084
Santa Fe Trail,434,2010,B+,B+,A-,E-,E-,E-,A,A,A,A-,A-,A,,A+,A+,,A+,E-,A,A-,A-,A+,A+,,B+,B+,B+,E,E,E-,E+,E+,B+,E+,E+,,E,E,A,E,E,E,B,E-,A+,E+,E+,E-,B,B,B,E-,,,E+,E+,E,E-,E,E,,2010410,SANTA FE TRAIL,20,KS,2010,3,0.21331954,0.087658346,0.20398605,0.10744905,0.14650527,0.10240734,0.36729106,0.11518335,0.008156912,0.098573692,0.013557047,0.10375875,-0.094926998,0.089768179,-0.15162234,0.088619716,0.14275973,0.078762345,0.31973174,0.085665837,-0.14613019,0.092435405,-0.45143455,0.093108974
Satanta,507,2010,B+,B,B+,E,E,E,E,E,E,,,,,A+,A+,,,,E,A+,A+,,,,A,A,A,A+,E-,E-,E,A,A,,,,E-,A+,A+,E-,E-,E-,E-,E-,A-,E+,E-,E-,B+,B+,B+,A+,,,E+,E-,E-,E-,A+,A+,,2011400,SATANTA,20,KS,2010,3,-0.45855236,0.19827828,-0.40048641,0.20171942,-0.27658156,0.17047824,-0.37461498,0.16084196,-0.20236304,0.20165557,-0.067429662,0.20536682,-0.024656195,0.17397171,0.31465277,0.17038846,-0.26352185,0.19461145,-0.39752084,0.18693693,-0.12623847,0.18808408,0.11590611,0.183855
Scott County,466,2010,B+,B+,A-,E-,E-,E-,,,,,,E,,,E+,,,,A-,B+,A-,A+,,,A-,E,E-,E-,E-,E-,A,A,A+,A-,,,E,A+,A+,E,E,E+,B+,A-,E+,E-,E-,B+,B+,B,B+,A+,,,,,,E-,E-,E-,,2000017,SCOTT COUNTY,20,KS,2010,3,-0.19170491,0.12831539,-0.035928521,0.20109035,-0.39532691,0.10491683,-0.31721926,0.10427094,-0.13947773,0.12898965,-0.051440995,0.12382238,0.2249558,0.13257191,0.21746534,0.12439873,-0.002852389,0.12009732,-0.067743592,0.096879713,0.31046256,0.13162245,0.48391643,0.10245134
Seaman,345,2010,B+,B+,A-,E,E,E,A+,E,E,,E+,E+,,E-,E-,,,,A,A,A,,,,A,A,A,E,E,E,E+,E+,E+,,,,E,E,E,E+,E+,E+,A-,E-,A+,E+,E,E,B+,B+,B+,B,,,E-,E-,A+,E-,E-,E-,,2011490,SEAMAN,20,KS,2010,3,-0.00533101,0.053139608,-0.12597559,0.054864194,0.19177893,0.063420758,0.010623535,0.065002196,0.057950281,0.066745758,-0.007448891,0.064858183,0.19938052,0.057108741,0.18871008,0.069570221,0.081650473,0.054469563,0.21245977,0.052949689,0.062371165,0.057134788,-0.059939064,0.053818014
Sedgwick Public Schools,439,2010,B+,B+,A-,A+,A+,A+,A-,A,A,B+,B+,A,,A+,A+,,,A,A-,A-,A-,A+,,,A-,A-,A-,A,B+,B+,B+,B+,B+,,,,A+,A,A,B+,B+,B+,B,A-,A-,E+,E+,E+,B,B,B,A+,,,,,,A+,A+,A+,,2011550,SEDGWICK PUBLIC SCHOOLS,20,KS,2010,3,-0.18847062,0.15435335,-0.35170677,0.15771347,0.3111341,0.14386393,-0.30792162,0.13200572,0.024253443,0.13763927,-0.44086581,0.13672693,0.60365796,0.14580981,0.22304685,0.12814149,-0.26653385,0.13211359,-0.75945294,0.12951191,-0.13658945,0.12781942,-0.30691674,0.12431835
Shawnee Heights,450,2010,B+,B+,A-,E,E,E,E-,E-,E,,E,E+,,E,E,,,,A+,A+,E-,,,,E+,E+,E+,E+,A+,A+,E,E,E,,,,E,E,E,E-,E-,E-,E-,E+,E+,E,E,E,B+,B+,B+,E+,,,E,E,E,E,E,E,,2012180,SHAWNEE HEIGHTS,20,KS,2010,3,-0.086134881,0.073150374,-0.15281968,0.060995646,-0.1470017,0.064361416,-0.20488305,0.067074031,-0.11827099,0.061691113,-0.08062806,0.063121073,-0.030992176,0.060449537,0.047189709,0.059070624,-0.004258351,0.056904797,0.011562418,0.0581869,-0.17710672,0.063193589,-0.21388818,0.070467606
